"scientificName","individualCount","country","locality","totalObservation","longitudeDecimal","latitudeDecimal"
"Bombycilla garrulus",16,"Poland","Poland - Zbionrnik Siemianowka",318,23.7970022857,52.912576669
"Haliaeetus albicilla",6,"Poland","Poland - Zbionrnik Siemianowka",84,23.8659390807,52.9081247852
"Passer montanus",1,"Poland","Poland - Podlaskie",295,23.7998058647,52.8297355711
"Spinus spinus",1,"Poland","Poland - Podlaskie",10,23.7998058647,52.8297355711
"Picus canus",1,"Poland","Poland - Podlaskie",23,23.75,52.8
"Lanius excubitor",1,"Poland","Poland - Podlaskie",66,23.8210777938,52.8519247821
"Bombycilla garrulus",56,"Poland","Poland - Podlaskie",318,23.8343527168,52.8675363191
"Bombycilla garrulus",33,"Poland","Poland - Podlaskie",318,23.8178517669,52.8803191787
"Vulpes vulpes",2,"Poland","Poland - Białowieża",34,23.85,52.65
"Castor fiber",1,"Poland","Poland - Białowieża",50,23.85,52.65
"Castor fiber",3,"Poland","Poland - Białowieża",50,23.85,52.7
"Alces alces",1,"Poland","Poland - Białowieża - Wysokie Bagno Reserve",173,23.8909868896,52.6885574638
"Dryocopus martius",1,"Poland","Poland - Białowieża - Wysokie Bagno Reserve",72,23.8909868896,52.6885574638
"Glaucidium passerinum",1,"Poland","Poland - Białowieża - Wysokie Bagno Reserve",15,23.85,52.65
"Dryocopus martius",1,"Poland","Poland - Białowieża",72,23.7642149627,52.7029402934
"Buteo buteo",1,"Poland","Poland - Białowieża",22,23.8117799163,52.7070223946
"Periparus ater",1,"Poland","Poland - Białowieża",8,23.8117799163,52.7070223946
"Lophophanes cristatus",1,"Poland","Poland - Białowieża",16,23.8117799163,52.7070223946
"Aegithalos caudatus caudatus",6,"Poland","Poland - Białowieża",41,23.8209061325,52.6897800586
"Emberiza citrinella",1,"Poland","Poland - Białowieża",281,23.8209061325,52.6897800586
"Dendrocopos major",3,"Poland","Poland - Białowieża",83,23.8209061325,52.6897800586
"Dryocopus martius",1,"Poland","Poland - Białowieża",72,23.8209061325,52.6897800586
"Picus canus",2,"Poland","Poland - Białowieża",23,23.8,52.65
"Passer montanus",1,"Poland","Poland - Białowieża",295,23.8486012816,52.6984928997
"Poecile palustris",1,"Poland","Poland - Białowieża",44,23.8486012816,52.6984928997
"Cervus elaphus",4,"Poland","Poland - Białowieża",124,23.7693795562,52.8097132906
"Lepus europaeus",1,"Poland","Poland - Białowieża",10,23.7693795562,52.8097132906
"Sus scrofa",5,"Poland","Poland - Białowieża NP",112,23.8246397674,52.7990766736
"Cervus elaphus",1,"Poland","Poland - Podlaskie",124,23.5995487869,52.8102325084
"Emberiza citrinella",1,"Poland","Poland - Podlaskie",281,23.5958151519,52.8115035731
"Haliaeetus albicilla",1,"Poland","Poland - Bialowieski Park Narodowy",84,23.8366144896,52.7321323019
"Garrulus glandarius",1,"Poland","Poland - Bialowieski Park Narodowy",41,23.8373011351,52.742214112
"Dendrocoptes medius",3,"Poland","Poland - Bialowieski Park Narodowy",62,23.8373011351,52.742214112
"Cervus elaphus",10,"Poland","Poland - Bialowieski Park Narodowy",124,23.8378161192,52.7247513545
"Sus scrofa",15,"Poland","Poland - Bialowieski Park Narodowy",112,23.842279315,52.718720921
"Dendrocopos leucotos",2,"Poland","Poland - Bialowieski Park Narodowy",45,23.842279315,52.718720921
"Dendrocopos major",1,"Poland","Poland - Bialowieski Park Narodowy",83,23.842279315,52.718720921
"Picus viridis",1,"Poland","Poland - Bialowieski Park Narodowy",10,23.8431376219,52.7160173525
"Aegithalos caudatus caudatus",5,"Poland","Poland - Bialowieski Park Narodowy",41,23.8397043943,52.7227759595
"Corvus corax",1,"Poland","Poland - Bialowieski Park Narodowy",62,23.8397043943,52.7227759595
"Spinus spinus",1,"Poland","Poland - Bialowieski Park Narodowy",10,23.8448099792,52.7148747033
"Pyrrhula pyrrhula",1,"Poland","Poland - Białowieża",49,23.8482861221,52.6986233414
"Cervus elaphus",2,"Poland","Poland - Białowieża",124,23.8780412078,52.6880888205
"Castor fiber",2,"Poland","Poland - Białowieża",50,23.85,52.65
"Vulpes vulpes",2,"Poland","Poland - Białowieża",34,23.85,52.65
"Castor fiber",1,"Poland","Poland - Białowieża",50,23.85,52.7
"Alcedo atthis",1,"Poland","Poland - Białowieża - Palace Park",11,23.8501096889,52.7015233326
"Capreolus capreolus",1,"Poland","Poland - Białowieża",185,23.8133382797,52.7246360173
"Vulpes vulpes",2,"Poland","Poland - Białowieża",34,23.7,52.7
"Buteo lagopus",3,"Poland","Poland - Podlaskie",35,22.4263143539,52.9362114214
"Corvus frugilegus",1,"Poland","Poland - Podlaskie",37,22.4263143539,52.9362114214
"Dendrocopos syriacus",1,"Poland","Poland - Białowieża",3,23.5822106525,52.7337774745
"Vulpes vulpes",1,"Poland","Poland - Podlaskie",34,22.9,53
"Corvus corax",2,"Poland","Poland - Podlaskie",62,22.9223585124,53.0069268964
"Emberiza citrinella",20,"Poland","Poland - Podlaskie",281,22.9250407215,53.0069828462
"Chroicocephalus ridibundus",5,"Poland","Poland - Krakow",36,19.9279288633988,50.0544003918709
"Turdus pilaris",1,"Poland","Poland - Krakow",81,19.9393283558311,50.055251143705
"Cygnus olor",21,"Poland","Poland - Krakow",101,19.933107945435,50.0522243240407
"Turdus pilaris",1,"Poland","Poland - Krakow",81,19.9415714107,50.0626730421
"Chroicocephalus ridibundus",4,"Poland","Poland - Krakow",36,19.9274544418,50.0539972402
"Corvus cornix",1,"Poland","Poland / Polen",88,14.56140697,52.3482372407
"Chroicocephalus ridibundus",1,"Poland","Poland / Polen",36,14.56140697,52.3482372407
"Mergus merganser",1,"Poland","Poland / Polen",3,14.56140697,52.3482372407
"Corvus frugilegus",1,"Poland","Poland / Polen",37,14.56140697,52.3482372407
"Ardea cinerea",1,"Poland","Poland / Polen",61,14.56140697,52.3482372407
"Bucephala clangula",1,"Poland","Poland / Polen",21,14.56140697,52.3482372407
"Carduelis carduelis",1,"Poland","Poland - Podlaskie",58,22.9728841782,52.7495807384
"Chloris chloris",1,"Poland","Poland - Białowieża",65,23.8421492279,52.6995335776
"Dendrocopos major",1,"Poland","Poland - Białowieża",83,23.757365942,52.6888667738
"Dendrocopos major",1,"Poland","Poland - Białowieża",83,23.8062009215,52.7234005904
"Picoides tridactylus",1,"Poland","Poland - Białowieża",23,23.7550753355,52.6950069966
"Lophophanes cristatus",1,"Poland","Poland - Białowieża",16,23.7498101592,52.6907420962
"Parus major",1,"Poland","Poland - Białowieża",52,23.7498101592,52.6907420962
"Dryobates minor",1,"Poland","Poland - Białowieża",18,23.7498101592,52.6907420962
"Regulus regulus",1,"Poland","Poland - Białowieża",6,23.7498101592,52.6907420962
"Bombycilla garrulus",1,"Poland","Poland - Białowieża",318,23.8089538738,52.7237716892
"Buteo buteo",1,"Poland","Poland - Białowieża",22,23.8820102066,52.6914580222
"Coloeus monedula soemmerringii",1,"Poland","Poland - Podlaskie",1,23.1729273498,52.7647091038
"Coloeus monedula",1,"Poland","Poland - Podlaskie",30,23.1729273498,52.7647091038
"Picus viridis",1,"Poland","Poland - Białowieża",10,23.8105809689,52.7215266709
"Chloris chloris",1,"Poland","Poland - Białowieża",65,23.923201561,52.707166218
"Pyrrhula pyrrhula",1,"Poland","Poland - Białowieża",49,23.923201561,52.707166218
"Parus major",1,"Poland","Poland - Białowieża",52,23.923201561,52.707166218
"Sitta europaea",1,"Poland","Poland - Bialowieski Park Narodowy",104,23.8497197628,52.7269329574
"Sus scrofa",1,"Poland","Poland - Bialowieski Park Narodowy",112,23.8497197628,52.7269329574
"Dendrocopos major",1,"Poland","Poland - Bialowieski Park Narodowy",83,23.8497197628,52.7269329574
"Certhia familiaris",1,"Poland","Poland - Bialowieski Park Narodowy",7,23.8497197628,52.7269329574
"Aegithalos caudatus caudatus",1,"Poland","Poland - Białowieża",41,23.827830255,52.705098203
"Turdus pilaris",1,"Poland","Poland - Białowieża",81,23.8549822569,52.6998964478
"Passer domesticus",1,"Poland","Poland - Białowieża",307,23.8816460967,52.6964122822
"Bombycilla garrulus",1,"Poland","Poland - Białowieża",318,23.8084325194,52.7242843181
"Sus scrofa",1,"Poland","Poland - Białowieża",112,23.7556600571,52.7578924734
"Dryocopus martius",1,"Poland","Poland - Białowieża",72,23.7615984678,52.7994387157
"Corvus cornix",2,"Poland","Poland - Zakopane",88,19.9594964,49.2893742
"Castor fiber",1,"Poland","Poland - Lubuskie",50,15.45,52.35
"Lutra lutra",1,"Poland","Poland - Białowieża",11,23.85,52.65
"Alces alces",1,"Poland","Poland - Białowieża",173,23.8336623833,52.6991307801
"Bombycilla garrulus",1,"Poland","Poland - Białowieża",318,23.8122372329,52.7280793516
"Emberiza citrinella",1,"Poland","Poland - Białowieża",281,23.8745213114,52.7052614842
"Pyrrhula pyrrhula",1,"Poland","Poland - Bialowieski Park Narodowy",49,23.8919310272,52.7102469318
"Streptopelia decaocto",1,"Poland","Poland - Białowieża",10,23.8417629898,52.6995075711
"Acrocephalus schoenobaenus",1,"Poland","Poland - Biebrza NP",78,22.6366461441,53.4884540816
"Calvia quatuordecimguttata",1,"Poland","Poland - Biebrza NP",1,22.6366461441,53.4884540816
"Remiz pendulinus",1,"Poland","Poland - Biebrza NP",49,22.6,53.45
"Cordulia aenea",1,"Poland","Poland - Biebrza NP",2,22.63233684,53.4870369223
"Nymphalis antiopa",1,"Poland","Poland - Biebrza NP",8,22.6302125305,53.4862325676
"Cicindela campestris",1,"Poland","Poland - Biebrza NP",1,22.6146134734,53.4472222199
"Callophrys rubi",1,"Poland","Poland - Biebrza NP",3,22.6146134734,53.4472222199
"Passer montanus",1,"Poland","Poland - Biebrza NP - Gugny",295,22.5932622515,53.3482809583
"Alces alces",3,"Poland","Poland - Biebrza NP",173,22.5824118778,53.3497956125
"Leucorrhinia pectoralis",1,"Poland","Poland - Biebrza NP",3,22.55,53.35
"Lanius collurio",1,"Poland","Poland - Biebrza NP",274,22.5551623106,53.3616163918
"Chiasmia clathrata",1,"Poland","Poland - Biebrza NP - Budy Marsh",8,22.5467213988,53.3658162692
"Tetrix bipunctata",1,"Poland","Poland - Biebrza NP - Budy Marsh",1,22.55,53.35
"Chrysomela populi",1,"Poland","Poland - Biebrza NP - Budy Marsh",2,22.5642731041,53.3723457442
"Cyanistes caeruleus",1,"Poland","Poland - Białowieża",13,23.8632991165,52.6947353218
"Lanius excubitor",1,"Poland","Poland - Białowieża",66,23.8602521271,52.6910808569
"Spinus spinus",1,"Poland","Poland - Białowieża",10,23.8275935501,52.7049427931
"Aegithalos caudatus caudatus",1,"Poland","Poland - Białowieża",41,23.8275935501,52.7049427931
"Corvus corax",1,"Poland","Poland - Bialowieski Park Narodowy",62,23.8259419799,52.7073344177
"Turdus pilaris",1,"Poland","Poland - Podlaskie",81,23.8322103024,52.858970416
"Buteo lagopus",1,"Poland","Poland - Podlaskie",35,23.8964089751,52.890055365
"Spinus spinus",1,"Poland","Poland - Zbionrnik Siemianowka",10,23.8768422604,52.9031009547
"Remiz pendulinus",1,"Poland","Poland - Zbionrnik Siemianowka",49,23.85,52.9
"Pica pica",1,"Poland","Poland - Zbionrnik Siemianowka",5,23.8768422604,52.9031009547
"Garrulus glandarius",1,"Poland","Poland - Zbionrnik Siemianowka",41,23.8768422604,52.9031009547
"Capreolus capreolus",1,"Poland","Poland - Bialowieski Park Narodowy",185,23.8126409054,52.761226462
"Sus scrofa",1,"Poland","Poland - Białowieża",112,23.8054311275,52.7213187234
"Passer montanus",1,"Poland","Poland - Białowieża",295,23.8054311275,52.7213187234
"Turdus viscivorus",1,"Poland","Poland - Białowieża",3,23.8411940262,52.7014583194
"Dendrocopos major",1,"Poland","Poland - Białowieża",83,23.8411940262,52.7014583194
"Spinus spinus",1,"Poland","Poland - Białowieża",10,23.8411940262,52.7014583194
"Anas platyrhynchos",1,"Poland","Poland - Białowieża",437,23.8411940262,52.7014583194
"Passer domesticus",1,"Poland","Poland - Wielkopolskie",307,17.9315757751,52.2243820214
"Cygnus olor",1,"Poland","Poland - Podlaskie",101,22.7820396423,52.7894236757
"Anas platyrhynchos",1,"Poland","Poland - Podlaskie",437,22.7820396423,52.7894236757
"Cervus elaphus",1,"Poland","Poland - Białowieża",124,23.6032247543,52.7304577291
"Buteo buteo",1,"Poland","Poland - Białowieża",22,23.6032247543,52.7304577291
"Corvus cornix",1,"Poland","Poland - Wielkopolskie",88,16.9674825668,52.3495889463
"Emberiza citrinella",1,"Poland","Poland - Wielkopolskie",281,16.9674825668,52.3495889463
"Picus canus",1,"Poland","Poland - Białowieża",23,23.75,52.7
"Picus canus",1,"Poland","Poland - Białowieża",23,23.75,52.7
"Vulpes vulpes",1,"Poland","Poland - Białowieża",34,23.75,52.7
"Pyrrhula pyrrhula",6,"Poland","Poland - Białowieża",49,23.7661,52.7324
"Pyrrhula pyrrhula",5,"Poland","Poland - Białowieża",49,23.7661,52.7324
"Dendrocopos leucotos",1,"Poland","Poland - Białowieża",45,23.8935470581,52.7011463558
"Ficedula albicollis",1,"Poland","Poland - Białowieża",44,23.8935470581,52.7011463558
"Jynx torquilla",1,"Poland","Poland - Białowieża",53,23.8935470581,52.7011463558
"Strix uralensis",1,"Poland","Poland - Podkarpackie",1,22.2197346389,49.3573333261
"Aegithalos caudatus caudatus",1,"Poland","Poland - Bialowieski Park Narodowy",41,23.867297224553,52.760956852
"Glaucidium passerinum",1,"Poland","Poland - Bialowieski Park Narodowy",15,23.85,52.75
"Dryobates minor",1,"Poland","Poland - Bialowieski Park Narodowy",18,23.867297224553,52.760956852
"Strix aluco",1,"Poland","Poland - Bialowieski Park Narodowy",3,23.867297224553,52.760956852
"Dryocopus martius",1,"Poland","Poland - Bialowieski Park Narodowy",72,23.867297224553,52.760956852
"Dendrocopos leucotos",1,"Poland","Poland - Bialowieski Park Narodowy",45,23.867297224553,52.760956852
"Coccothraustes coccothraustes",1,"Poland","Poland - Bialowieski Park Narodowy",57,23.867297224553,52.760956852
"Lathraea squamaria",1,"Poland","Poland - Bialowieski Park Narodowy",1,23.8,52.7
"Nymphalis antiopa",1,"Poland","Poland - Biebrza NP",8,22.5844809748821,53.47962636315
"Lycaena virgaureae",1,"Poland","Poland - Biebrza NP",110,22.55,53.45
"Lycaena tityrus",2,"Poland","Poland - Biebrza NP",16,22.55,53.45
"Lycaena alciphron",1,"Poland","Poland - Biebrza NP",28,22.5844809748821,53.47962636315
"Argynnis paphia",1,"Poland","Poland - Biebrza NP",189,22.5844809748821,53.47962636315
"Coenonympha glycerion",1,"Poland","Poland - Małopolskie",29,19.8,50
"Nymphalis polychloros",1,"Poland","Poland - Małopolskie",1,19.8451,50.0246883333
"Aglais io",1,"Poland","Poland - Małopolskie",92,19.8414116667,50.0248466667
"Phengaris nausithous",2,"Poland","Poland - Małopolskie",2,19.8,50
"Phengaris teleius",2,"Poland","Poland - Małopolskie",2,19.8,50
"Celastrina argiolus",1,"Poland","Poland - Małopolskie",48,19.8433883333,50.0248633333
"Lycaena hippothoe",1,"Poland","Poland - Zachodniopomorskie",4,15.6241607107,53.3001894782
"Locustella fluviatilis",2,"Poland","Poland - Białowieża",35,23.7086141109,52.7496120296
"Meles meles",1,"Poland","Poland - Białowieża",1,23.7,52.7
"Ficedula albicollis",2,"Poland","Poland - Białowieża",44,23.7977036939,52.7055952884
"Ficedula albicollis",1,"Poland","Poland - Białowieża",44,23.7308415771,52.734448927
"Locustella fluviatilis",2,"Poland","Poland - Białowieża - Leśna",35,23.6859548092,52.6291220566
"Locustella fluviatilis",2,"Poland","Poland - Białowieża",35,23.8200196624,52.7198189033
"Luscinia luscinia",1,"Poland","Poland - Bialowieski Park Narodowy",57,23.8462838531,52.7153996302
"Jynx torquilla",1,"Poland","Poland - Bialowieski Park Narodowy",53,23.8565862388,52.7182209489
"Ficedula albicollis",1,"Poland","Poland - Bialowieski Park Narodowy",44,23.8584208488,52.7275965895
"Dendrocoptes medius",5,"Poland","Poland - Bialowieski Park Narodowy",62,23.8584208488,52.7275965895
"Ciconia ciconia",1,"Poland","Poland - Białowieża",341,23.8094624877,52.7233539972
"Lanius collurio",1,"Poland","Poland - Białowieża",274,23.8094624877,52.7233539972
"Ficedula albicollis",6,"Poland","Poland - Białowieża",44,23.7261361444,52.7321909111
"Acrocephalus schoenobaenus",1,"Poland","Poland - Dojlidy Fish Ponds",78,23.2358586893,53.1079468279
"Carpodacus erythrinus",1,"Poland","Poland - Dojlidy Fish Ponds",53,23.2358586893,53.1079468279
"Podiceps grisegena",5,"Poland","Poland - Dojlidy Fish Ponds",6,23.2343110442,53.1093852594
"Acrocephalus arundinaceus",1,"Poland","Poland - Dojlidy Fish Ponds",51,23.2343110442,53.1093852594
"Anguis fragilis",1,"Poland","Poland - Podlaskie",6,22.660677,53.465007
"Vipera berus",1,"Poland","Poland - Podlaskie",3,22.65,53.45
"Erythromma najas",1,"Poland","Poland - Biebrza NP",2,22.64,53.491
"Gomphus vulgatissimus",1,"Poland","Poland - Biebrza NP",9,22.64,53.491
"Prunella collaris",1,"Poland","Poland - Małopolskie",2,19.9576950073,49.2682526015
"Turdus pilaris",1,"Poland","Poland - Zakopane",81,19.9566650391,49.3018448197
"Clanga pomarina",7,"Poland","Poland - Podkarpackie",43,22.6126098633,49.2462933246
"Dendrocopos leucotos",1,"Poland","Poland - Białowieża",45,23.8478851318,52.7009383112
"Picoides tridactylus",2,"Poland","Poland - Białowieża",23,23.8478851318,52.7009383112
"Dryobates minor",1,"Poland","Poland - Białowieża",18,23.8478851318,52.7009383112
"Canis lupus",2,"Poland","Poland - Białowieża",4,23.75,52.75
"Clanga pomarina",1,"Poland","Poland - Podlaskie",43,23.8485717773,52.901033339
"Anser anser",1,"Poland","Poland - Podlaskie",57,23.8485717773,52.901033339
"Emberiza citrinella",1,"Poland","Poland - Podlaskie",281,23.8485717773,52.901033339
"Chlidonias hybrida",1,"Poland","Poland - Podlaskie",169,23.8485717773,52.901033339
"Haliaeetus albicilla",2,"Poland","Poland - Podlaskie",84,23.8485717773,52.901033339
"Luscinia luscinia",1,"Poland","Poland - Białowieża",57,23.8235092163,52.7007302656
"Oriolus oriolus",1,"Poland","Poland - Białowieża",75,23.8235092163,52.7007302656
"Serinus serinus",1,"Poland","Poland - Białowieża",22,23.8235092163,52.7007302656
"Loxia curvirostra",1,"Poland","Poland - Białowieża",1,23.8235092163,52.7007302656
"Picoides tridactylus",2,"Poland","Poland - Białowieża",23,23.8235092163,52.7007302656
"Picus canus",1,"Poland","Poland - Białowieża",23,23.8,52.7
"Motacilla flava",1,"Poland","Poland - Podlaskie",72,22.577419281,53.4468643953
"Cygnus olor",1,"Poland","Poland - Podlaskie",101,22.577419281,53.4468643953
"Acrocephalus schoenobaenus",1,"Poland","Poland - Podlaskie",78,22.577419281,53.4468643953
"Lanius collurio",1,"Poland","Poland - Podlaskie",274,22.577419281,53.4468643953
"Lanius excubitor",1,"Poland","Poland - Podlaskie",66,22.577419281,53.4468643953
"Grus grus",84,"Poland","Poland - Podlaskie",450,22.577419281,53.4468643953
"Nucifraga caryocatactes",1,"Poland","Poland - Tatrzanski NP",6,19.9489197784659,49.2561966355001
"Campanula alpina",1,"Poland","Poland - Tatrzanski NP",1,19.9489197784659,49.2561966355001
"Orthilia secunda",1,"Poland","Poland - Tatrzanski NP",1,19.94,49.25
"Lilium martagon",1,"Poland","Poland - Tatrzanski NP",1,19.9489197784659,49.2561966355001
"Adenostyles alliariae",1,"Poland","Poland - Tatrzanski NP",2,19.9489237150065,49.2562000135001
